# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep  8 14:21:51 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Smmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1941,769.01,769,248075138,248075138.01,1,KP,12h51m55.49s,192.9812030,,,-42d04m25.02s,-42.0736170,,,-49.7810000,0.061,0.061,0,1,4.8650000,0.064,0.064,0,1,2458569.8334960,0.000648,0.000648,0,1,4.9815110,0.0001930,0.0001930,0,1,2.8607670,0.0406550,0.0406550,0,1,18068.8652340,209.6120910,209.6120910,0,1,12.1780360,0.1583130,0.1583130,0,1,179.5517120,,,,,933.6135250,,,,,11.3728000,0.006,0.006,0,1,177.2910000,1.3105000,1.3105000,0,1,5315.0000000,,,0,1,4.5173700,,,0,1,0.8900000,,,0,1,2019-06-05 19:57:34,2019-12-17 10:00:02
1942,770.01,770,248111245,248111245.01,1,KP,12h54m12.59s,193.5524600,,,-46d35m15.78s,-46.5877160,,,-13.5930000,0.070,0.070,0,1,0.5450000,0.074,0.074,0,1,2458573.4788820,0.002210,0.002210,0,1,4.6362340,0.0008730,0.0008730,0,1,4.7528720,0.1932780,0.1932780,0,1,9739.2080080,424.9716190,424.9716190,0,1,17.5412100,0.7307730,0.7307730,0,1,1243.6961670,,,,,1514.6013180,,,,,12.3335000,0.006,0.006,0,1,816.9880000,39.2265000,39.2265000,0,1,6438.0000000,,,0,1,4.1096200,,,0,1,1.7400000,,,0,1,2019-06-05 19:57:34,2019-12-17 10:00:02
1943,771.01,771,277634430,277634430.01,1,,10h56m27.33s,164.1138900,,,-72d59m06.63s,-72.9851740,,,39.4750000,0.081,0.081,0,1,-76.4110000,0.060,0.060,0,1,2458570.0935060,0.002586,0.002586,0,1,2.3259310,0.0003920,0.0003920,0,1,1.1819720,0.1798110,0.1798110,0,1,3392.4304200,336.2117310,336.2117310,0,1,6.6526690,0.7189050,0.7189050,0,1,82.6412280,,,,,768.9868770,,,,,12.0874000,0.007,0.007,0,1,25.2788000,0.0257000,0.0257000,0,1,3231.0000000,,,0,1,4.4380000,,,0,1,1.0000000,,,0,1,2019-06-05 19:57:34,2019-12-17 10:00:02
1944,772.01,772,286864983,286864983.01,1,,12h40m45.94s,190.1914010,,,-21d52m22.02s,-21.8727820,,,-29.7640000,0.079,0.079,0,1,-11.7330000,0.046,0.046,0,1,2458575.9448240,0.001109,0.001109,0,1,11.0184850,0.0016040,0.0016040,0,1,3.4754930,0.1182420,0.1182420,0,1,7344.9755860,466.3535460,466.3535460,0,1,6.8490810,1.3544240,1.3544240,0,1,48.2521290,,,,,672.2005620,,,,,10.8815000,0.006,0.006,0,1,135.3710000,0.9550000,0.9550000,0,1,5184.0000000,182.0000000,182.0000000,0,1,4.5738300,0.3954110,0.3954110,0,1,0.8024010,0.1510060,0.1510060,0,1,2019-06-05 19:57:34,2019-12-17 10:00:02
1945,773.01,773,286865921,286865921.01,1,KP,12h40m36.47s,190.1519560,,,-19d17m03.67s,-19.2843530,,,-23.1730000,0.080,0.080,0,1,-12.8650000,0.061,0.061,0,1,2458573.6136470,0.000674,0.000674,0,1,4.9710700,0.0002680,0.0002680,0,1,3.3348910,0.0628460,0.0628460,0,1,11758.4238280,184.7764130,184.7764130,0,1,11.5543900,0.2262470,0.2262470,0,1,260.9341430,,,,,1025.0675050,,,,,11.5037000,0.006,0.006,0,1,271.1030000,3.6670000,3.6670000,0,1,5510.0000000,,,0,1,4.4413700,,,0,1,1.0500000,,,0,1,2019-06-05 19:57:34,2019-12-17 10:00:02
1946,774.01,774,294301883,294301883.01,1,KP,13h35m01.97s,203.7581950,,,-17d30m12.59s,-17.5034960,,,12.0720000,0.077,0.077,0,1,-3.8370000,0.070,0.070,0,1,2458573.6148680,0.000445,0.000445,0,1,4.4654210,0.0001740,0.0001740,0,1,3.4804240,0.0385130,0.0385130,0,1,17649.0078120,163.8532100,163.8532100,0,1,14.8312560,0.1411780,0.1411780,0,1,472.5466610,,,,,1189.1343990,,,,,11.3473000,0.006,0.006,0,1,297.4620000,3.9085000,3.9085000,0,1,6070.0000000,,,0,1,4.4201000,,,0,1,1.1000000,,,0,1,2019-06-05 19:57:34,2019-12-17 10:00:02
1947,775.01,775,304042899,304042899.01,1,,10h59m11.99s,164.7999780,,,-59d14m02.29s,-59.2339700,,,-24.4780000,0.089,0.089,0,1,19.5400000,0.093,0.093,0,1,2458573.7972410,0.003676,0.003676,0,1,12.4417820,0.0052140,0.0052140,0,1,11.2684890,0.2618030,0.2618030,0,1,7485.1352540,197.1321720,197.1321720,0,1,17.4627360,8.4908660,8.4908660,0,1,143.1428070,,,,,882.1900020,,,,,9.5369000,0.006,0.006,0,1,220.9530000,2.6095000,2.6095000,0,1,6746.0000000,202.0000000,202.0000000,0,1,4.4157200,0.4395320,0.4395320,0,1,1.2321000,0.2304340,0.2304340,0,1,2019-06-05 19:57:34,2020-03-19 12:00:22
1948,776.01,776,306996324,306996324.01,1,,11h54m18.72s,178.5779970,,,-37d33m12.09s,-37.5533570,,,251.1120000,0.051,0.051,0,1,-145.0590000,0.034,0.034,0,1,2458572.6044920,0.002197,0.002197,0,1,15.6556880,0.0029910,0.0029910,0,1,2.7780950,0.3340980,0.3340980,0,1,1484.2569580,127.2116320,127.2116320,0,1,2.1570970,0.6233140,0.6233140,0,1,5.2891750,,,,,386.7824400,,,,,9.7359700,0.007,0.007,0,1,27.1701000,0.0320500,0.0320500,0,1,3806.0000000,66.0000000,66.0000000,0,1,4.7357500,0.3385660,0.3385660,0,1,0.5450000,0.0790000,0.0790000,0,1,2019-06-05 19:57:35,2020-07-29 12:00:31
1949,776.02,776,306996324,306996324.02,2,,11h54m18.72s,178.5779970,,,-37d33m12.09s,-37.5533570,,,251.1120000,0.051,0.051,0,1,-145.0590000,0.034,0.034,0,1,2458571.4154050,0.002617,0.002617,0,1,8.2433930,0.0019630,0.0019630,0,1,2.4237290,0.5983300,0.5983300,0,1,1063.2365720,104.2713620,104.2713620,0,1,1.7874370,1.3817660,1.3817660,0,1,12.4396870,,,,,478.9852290,,,,,9.7359700,0.007,0.007,0,1,27.1701000,0.0320500,0.0320500,0,1,3806.0000000,66.0000000,66.0000000,0,1,4.7357500,0.3385660,0.3385660,0,1,0.5450000,0.0790000,0.0790000,0,1,2019-06-05 19:57:35,2020-07-29 12:00:31
1950,777.01,777,334305570,334305570.01,1,,12h12m28.5s,183.1187310,,,-49d00m27.86s,-49.0077400,,,-8.8270000,0.051,0.051,0,1,-23.3940000,0.036,0.036,0,1,2458575.7791750,0.001115,0.001115,0,1,16.6035540,0.0015530,0.0015530,0,1,4.7039450,0.1195840,0.1195840,0,1,2581.7585450,76.9088130,76.9088130,0,1,7.3191940,1.1501530,1.1501530,0,1,208.6831210,,,,,969.3744510,,,,,9.3712000,0.006,0.006,0,1,182.3140000,1.4330000,1.4330000,0,1,7199.0000000,208.0000000,208.0000000,0,1,4.3586000,0.3844880,0.3844880,0,1,1.3919800,0.2130650,0.2130650,0,1,2019-06-05 19:57:35,2019-12-17 10:00:02
1951,778.01,778,335630746,335630746.01,1,,13h17m20.12s,199.3338500,,,-15d16m25.34s,-15.2737050,,,-60.6000000,0.083,0.083,0,1,-26.0120000,0.065,0.065,0,1,2458569.4483640,0.000366,0.000366,0,1,4.6337510,0.0001100,0.0001100,0,1,3.7480720,0.0227520,0.0227520,0,1,7026.1059570,49.3164560,49.3164560,0,1,16.0430090,4.9120250,4.9120250,0,1,1642.7575680,,,,,1623.7274170,,,,,8.6900900,0.006,0.006,0,1,161.7430000,1.1155000,1.1155000,0,1,6780.0000000,202.0000000,202.0000000,0,1,4.0824700,0.6549410,0.6549410,0,1,1.8169800,0.5562320,0.5562320,0,1,2019-06-05 19:57:35,2020-06-10 12:00:22
1952,779.01,779,374095457,374095457.01,1,,10h39m43.92s,159.9330060,,,-48d59m48.07s,-48.9966870,,,-14.9160000,0.070,0.070,0,1,10.5370000,0.067,0.067,0,1,2458543.8308110,0.000739,0.000739,0,1,0.7839070,0.0000380,0.0000380,0,1,2.0847310,0.0402150,0.0402150,0,1,1085.3173830,28.0694580,28.0694580,0,1,3.9975280,0.0629580,0.0629580,0,1,32530.3007810,,,,,3741.0000000,,,,,8.2158000,0.007,0.007,0,1,634.7140000,17.6640000,17.6640000,0,1,5780.0000000,,,0,1,4.4380000,,,0,1,1.0000000,,,0,1,2019-06-05 19:57:35,2019-12-17 10:00:02
1953,780.01,780,398943781,398943781.01,1,KP,12h42m28.51s,190.6188030,,,-30d38m23.34s,-30.6398180,,,14.9000000,0.076,0.076,0,1,11.8890000,0.054,0.054,0,1,2458569.8538820,0.000252,0.000252,0,1,3.0524000,0.0000490,0.0000490,0,1,2.6279650,0.0173290,0.0173290,0,1,21775.4941410,152.4110870,152.4110870,0,1,12.8951240,0.0838710,0.0838710,0,1,396.1214600,,,,,1137.8286130,,,,,10.7875000,0.006,0.006,0,1,163.3710000,1.0595000,1.0595000,0,1,5545.0000000,,,0,1,4.5278700,,,0,1,0.8700000,,,0,1,2019-06-05 19:57:35,2019-12-17 10:00:02
1954,781.01,781,413376180,413376180.01,1,KP,11h46m57.32s,176.7388260,,,-22d33m46.84s,-22.5630100,,,-46.4240000,0.047,0.047,0,1,-1.1720000,0.024,0.024,0,1,2458570.7727050,0.000491,0.000491,0,1,1.3541480,0.0000440,0.0000440,0,1,2.0308440,0.0410330,0.0410330,0,1,20960.5507810,287.6407780,287.6407780,0,1,13.0006760,0.2551870,0.2551870,0,1,1026.3802490,,,,,1443.5998540,,,,,12.7492000,0.006,0.006,0,1,341.9250000,3.6360000,3.6360000,0,1,5227.0000000,,,0,1,4.4744300,,,0,1,0.9000000,,,0,1,2019-06-05 19:57:36,2019-12-17 10:00:02
1955,782.01,782,429358906,429358906.01,1,,12h15m40.89s,183.9203610,,,-18d54m37.22s,-18.9103380,,,-163.7200000,0.151,0.151,0,1,-36.8190000,0.096,0.096,0,1,2458577.0428470,0.002817,0.002817,0,1,16.0472030,0.0040030,0.0040030,0,1,1.7091390,0.5385830,0.5385830,0,1,4333.1630860,548.9173580,548.9173580,0,1,2.0033580,0.9825510,0.9825510,0,1,1.4555550,,,,,280.1411440,,,,,12.2875000,0.007,0.007,0,1,52.5122000,0.2036000,0.2036000,0,1,3331.0000000,63.0000000,63.0000000,0,1,4.9496400,0.3991310,0.3991310,0,1,0.3010000,0.0510000,0.0510000,0,1,2019-06-05 19:57:36,2019-12-17 10:00:02
1956,783.01,783,451645081,451645081.01,1,,11h28m37.35s,172.1556370,,,-54d47m03.2s,-54.7842230,,,-119.1820000,0.044,0.044,0,1,3.2310000,0.036,0.036,0,1,2458573.8807370,0.002690,0.002690,0,1,16.2335870,0.0037960,0.0037960,0,1,1.8638650,0.4796150,0.4796150,0,1,1328.0351560,159.3038480,159.3038480,0,1,2.4429910,2.8105110,2.8105110,0,1,16.3889470,,,,,513.1655880,,,,,9.9222000,0.006,0.006,0,1,55.3043000,0.0999000,0.0999000,0,1,4498.9399410,87.0000000,87.0000000,0,1,4.5000000,0.1900000,0.1900000,0,1,0.6808120,0.0760630,0.0760630,0,1,2019-06-05 19:57:36,2019-12-17 10:00:02
1957,784.01,784,460984940,460984940.01,1,,10h37m21.89s,159.3412210,,,-63d39m20.49s,-63.6556920,,,3.5670000,0.047,0.047,0,1,-154.9110000,0.046,0.046,0,1,2458570.2248540,0.003295,0.003295,0,1,2.7967230,0.0001750,0.0001750,0,1,2.3759590,0.3600930,0.3600930,0,1,416.2719730,27.0873300,27.0873300,0,1,1.9227050,0.6201320,0.6201320,0,1,572.4853520,,,,,1247.5582280,,,,,8.7537000,0.006,0.006,0,1,64.5997000,0.1102000,0.1102000,0,1,5849.0000000,190.0000000,190.0000000,0,1,4.5297000,0.2615190,0.2615190,0,1,0.9250990,0.1077530,0.1077530,0,1,2019-06-05 19:57:36,2020-02-25 12:01:00
1958,785.01,785,374829238,374829238.01,1,,05h53m20.95s,88.3372900,,,-65d38m00.6s,-65.6335000,,,-15.2410000,0.051,0.051,0,1,102.2160000,0.046,0.046,0,1,2458363.8344730,0.052396,0.052396,0,1,18.6408840,0.0075910,0.0075910,0,1,32.1452060,2.6003850,2.6003850,0,1,692.2395020,70.8918610,70.8918610,0,1,3.3069040,0.2268050,0.2268050,0,1,9.6835520,,,,,449.9128720,,,,,11.5026000,0.007,0.007,0,1,65.5548000,0.0982500,0.0982500,0,1,3783.0000000,,,0,1,4.4380000,,,0,1,1.0000000,,,0,1,2019-05-24 18:31:12,2019-12-17 10:00:02
1959,786.01,786,375059587,375059587.01,1,,06h40m25.01s,100.1042150,,,-63d20m20.79s,-63.3391080,,,7.7500000,0.064,0.064,0,1,32.1090000,0.046,0.046,0,1,2458326.8236080,0.005297,0.005297,0,1,12.6692320,0.0005570,0.0005570,0,1,4.8501030,0.5591810,0.5591810,0,1,273.0890500,29.2554190,29.2554190,0,1,2.4186720,1.2133430,1.2133430,0,1,163.1220860,,,,,911.4816890,,,,,9.8192000,0.006,0.006,0,1,167.9480000,0.9015000,0.9015000,0,1,5853.7998050,45.2182010,45.2182010,0,1,4.2209900,0.1158860,0.1158860,0,1,1.4114500,0.2036420,0.2036420,0,1,2019-05-24 18:31:13,2019-12-17 10:00:02
1960,787.01,787,350584963,350584963.01,1,,05h48m27.85s,87.1160290,,,-56d00m14.83s,-56.0041190,,,23.6050000,0.065,0.065,0,1,2.8310000,0.061,0.061,0,1,2458325.8922120,0.002142,0.002142,0,1,2.1264370,0.0000470,0.0000470,0,1,2.4296380,0.5446030,0.5446030,0,1,134.8073580,15.0993150,15.0993150,0,1,1.4919950,2.3387900,2.3387900,0,1,2079.7712400,,,,,1722.3588870,,,,,9.4799000,0.006,0.006,0,1,180.2910000,1.0145000,1.0145000,0,1,6623.0000000,200.0000000,200.0000000,0,1,4.3835900,0.3335540,0.3335540,0,1,1.2549400,0.1567670,0.1567670,0,1,2019-05-24 18:31:06,2019-12-17 10:00:02
1961,788.01,788,349829627,349829627.01,1,,07h34m46.87s,113.6952880,,,-61d14m24.24s,-61.2400680,,,-31.0770000,0.055,0.055,0,1,-36.6910000,0.044,0.044,0,1,2458329.3942870,0.004808,0.004808,0,1,6.4873050,0.0002330,0.0002330,0,1,1.8855360,0.4185440,0.4185440,0,1,158.4165650,21.7545170,21.7545170,0,1,3.5509840,1.4905000,1.4905000,0,1,1096.4522710,,,,,1467.6320800,,,,,9.0255000,0.006,0.006,0,1,184.2040000,0.8490000,0.8490000,0,1,4997.0000000,172.0000000,172.0000000,0,1,3.4515400,0.3357170,0.3357170,0,1,2.8342000,0.4483530,0.4483530,0,1,2019-05-24 18:31:03,2020-03-19 12:00:22
1962,789.01,789,300710077,300710077.01,1,,07h41m04.85s,115.2702250,,,-71d18m13.55s,-71.3037640,,,129.6130000,0.056,0.056,0,1,148.2260000,0.068,0.068,0,1,2458329.1147460,0.002978,0.002978,0,1,5.4467220,0.0001210,0.0001210,0,1,1.5825080,0.8553070,0.8553070,0,1,928.4460450,132.9083400,132.9083400,0,1,1.1517490,1.8545710,1.8545710,0,1,9.3477880,,,,,445.9610900,,,,,11.9802000,0.007,0.007,0,1,43.4070000,0.0579000,0.0579000,0,1,3471.0000000,64.0000000,64.0000000,0,1,4.8770700,0.3782640,0.3782640,0,1,0.3730000,0.0600000,0.0600000,0,1,2019-05-24 18:30:56,2020-02-14 12:00:17
1963,790.01,790,308994098,308994098.01,1,,08h13m35.47s,123.3977800,,,-64d05m27.24s,-64.0909010,,,-24.6670000,0.074,0.074,0,1,47.9210000,0.071,0.071,0,1,2458352.5028080,0.002053,0.002053,0,1,99.7744670,0.0014460,0.0014460,0,1,10.5244350,0.1754930,0.1754930,0,1,1702.2961430,49.2863920,49.2863920,0,1,6.6486690,1.1047660,1.1047660,0,1,21.1032940,,,,,546.6474610,,,,,8.9914000,0.006,0.006,0,1,167.2180000,0.8840000,0.8840000,0,1,6988.0000000,205.0000000,205.0000000,0,1,4.2564900,0.4034090,0.4034090,0,1,1.5274600,0.2495680,0.2495680,0,1,2019-05-24 18:30:58,2019-12-17 10:00:02
1964,791.01,791,306472057,306472057.01,1,,07h53m44.34s,118.4347570,,,-69d42m06.25s,-69.7017360,,,-5.0650000,0.056,0.056,0,1,8.1920000,0.051,0.051,0,1,2458427.6215820,0.002133,0.002133,0,1,139.3107450,0.0029640,0.0029640,0,1,12.0096720,0.1876800,0.1876800,0,1,4817.6127930,132.4686890,132.4686890,0,1,9.1420830,1.7404100,1.7404100,0,1,8.1313280,,,,,430.6853640,,,,,10.7525000,0.006,0.006,0,1,341.2210000,3.0735000,3.0735000,0,1,6572.0000000,199.0000000,199.0000000,0,1,4.3538100,0.4349650,0.4349650,0,1,1.2878600,0.2434030,0.2434030,0,1,2019-05-24 18:30:57,2019-12-17 10:00:02
1965,792.01,792,294780517,294780517.01,1,FP,04h44m58.98s,71.2457640,,,-67d58m51.78s,-67.9810500,,,-7.4540000,0.045,0.045,0,1,19.6940000,0.051,0.051,0,1,2458416.4838870,0.003756,0.003756,0,1,15.6498970,0.0007650,0.0007650,0,1,1.3525870,0.2965880,0.2965880,0,1,1979.3557130,342.2728880,342.2728880,0,1,6.1836150,19.9374310,19.9374310,0,1,30.6311650,,,,,600.0129390,,,,,11.7345000,0.006,0.006,0,1,215.2080000,1.1270000,1.1270000,0,1,5107.9799800,125.0000000,125.0000000,0,1,4.5443000,0.2000000,0.2000000,0,1,0.8358070,0.2040470,0.2040470,0,1,2019-05-24 18:30:53,2019-12-17 10:00:02
1966,793.01,793,300013921,300013921.01,1,,07h08m32.15s,107.1339520,,,-68d22m07.6s,-68.3687780,,,-0.3950000,0.040,0.040,0,1,25.3820000,0.043,0.043,0,1,2458362.3675540,0.002695,0.002695,0,1,163.9874270,0.0036300,0.0036300,0,1,2.8591150,0.2126040,0.2126040,0,1,2783.2817380,174.5424800,174.5424800,0,1,5.4642280,0.8130740,0.8130740,0,1,1.8272950,,,,,296.5322270,,,,,10.8578000,0.006,0.006,0,1,144.0670000,0.3935000,0.3935000,0,1,5379.0000000,185.0000000,185.0000000,0,1,4.5046100,0.3026120,0.3026120,0,1,0.8948860,0.1239200,0.1239200,0,1,2019-05-24 18:30:54,2019-12-17 10:00:02
1967,794.01,794,299945285,299945285.01,1,,07h06m39.58s,106.6649220,,,-71d26m48.58s,-71.4468270,,,4.6680000,0.038,0.038,0,1,-17.5610000,0.042,0.042,0,1,2458392.5809330,0.009710,0.009710,0,1,52.3918040,0.0047260,0.0047260,0,1,8.5225820,0.5726920,0.5726920,0,1,468.8618770,42.6012120,42.6012120,0,1,3.2965200,0.6252140,0.6252140,0,1,40.8751830,,,,,644.8885500,,,,,10.0176000,0.006,0.006,0,1,233.1310000,1.1705000,1.1705000,0,1,6270.0097660,40.0667990,40.0667990,0,1,4.0746700,0.1110980,0.1110980,0,1,1.4315600,0.1887660,0.1887660,0,1,2019-05-24 18:30:53,2019-12-17 10:00:02
1968,795.01,795,278895705,278895705.01,1,,06h43m52.89s,100.9703740,,,-55d38m20.4s,-55.6390000,,,0.6740000,0.050,0.050,0,1,12.7370000,0.050,0.050,0,1,2458328.5952150,0.002710,0.002710,0,1,8.7603080,0.0001960,0.0001960,0,1,1.3165400,0.4458500,0.4458500,0,1,401.5714110,51.5288580,51.5288580,0,1,3.0450670,1.6979210,1.6979210,0,1,314.6313170,,,,,1074.1630860,,,,,10.2477000,0.006,0.006,0,1,216.2570000,1.2050000,1.2050000,0,1,6168.8798830,51.1185000,51.1185000,0,1,4.2419100,0.1319140,0.1319140,0,1,1.3849900,0.2081710,0.2081710,0,1,2019-05-24 18:30:48,2019-12-17 10:00:02
1969,796.01,796,277099925,277099925.01,1,,05h35m56.77s,83.9865510,,,-67d27m34.54s,-67.4595940,,,1.4300000,0.055,0.055,0,1,0.6500000,0.057,0.057,0,1,2458325.9527590,0.000964,0.000964,0,1,0.8086960,0.0000100,0.0000100,0,1,3.0853490,0.1913020,0.1913020,0,1,999.5292970,70.6170350,70.6170350,0,1,3.2730080,0.4455090,0.4455090,0,1,3466.7822270,,,,,1957.0476070,,,,,10.7210000,0.600,0.600,0,1,9590.7500000,1415.3900000,1415.3900000,0,1,5780.0000000,,,0,1,4.4380000,,,0,1,1.0000000,,,0,1,2019-05-24 18:30:47,2020-03-19 12:00:22
1970,797.01,797,271596225,271596225.01,1,,07h14m15.14s,108.5630860,,,-74d36m11.14s,-74.6030950,,,83.3500000,0.045,0.045,0,1,-127.9210000,0.042,0.042,0,1,2458326.8194580,0.001325,0.001325,0,1,1.8008090,0.0000230,0.0000230,0,1,1.1714730,0.4551500,0.4551500,0,1,617.8989870,65.5641940,65.5641940,0,1,1.2685560,1.4997680,1.4997680,0,1,74.9724660,,,,,750.4904790,,,,,11.7144000,0.007,0.007,0,1,56.1927000,0.0789500,0.0789500,0,1,3704.0000000,64.0000000,64.0000000,0,1,4.7743100,0.3484290,0.3484290,0,1,0.4950000,0.0740000,0.0740000,0,1,2019-05-24 18:30:45,2020-02-14 12:00:17
